,id,listing_url,experiences_offered,neighborhood_overview,notes,transit,interaction,house_rules,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,amenities,price,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,L_Year,L_Month,L_Date
2758,22478609,https://www.airbnb.com/rooms/22478609,none,Nice neighborhood with lots of cafes and restaurants. Close to shopping and major transportation. 6 blocks away from primary entrance to Central Park.,"There is a lockbox with the key. Check-in starts at 3pm (15h), but you can check in as late as you like as the lockbox is available 24 hours a day/7 days a week. Check out is at 11am. However, there may be flexibility with both the check-in and check-out time depending on the day and when the previous or next guest are arriving/departing.",Apartment is 3 blocks away from the 4/5/6 and N/R subway lines which are two of the main subway lines in the city.,"You get the whole apartment, but I'm always available when needed.",,164806814,within an hour,100%,98%,t,1.0,1.0,Manhattan,10022,40.75993,-73.96342,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Baking sheet"",""Trash can""}",140.0,77,24,2018-02-09,2020-06-20,97.0,10.0,10.0,10.0,10.0,2.63,2020,06,20
2770,22553501,https://www.airbnb.com/rooms/22553501,none,,,"near to subway : 4,5,6,N,Q,R,F one station away from Grand Central Station.",I'm interested in other cultures. I will be glad to give advice and help on what to discover and explore in the city.,,165715198,within a day,89%,58%,t,1.0,1.0,Manhattan,,40.760059999999996,-73.96540999999999,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke alarm"",Essentials,Shampoo,Hangers,""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",70.0,74,22,2018-01-14,2020-03-07,97.0,10.0,10.0,10.0,10.0,2.45,2020,03,07
2780,22663674,https://www.airbnb.com/rooms/22663674,none,"Live in the heart of the Upper West Side. Walking distance to great shopping and restaurants as well as Central Park, Riverside Park and Museum of Natural History.","Crib or additional cot is available if needed. There are stairs going down to 2nd bedroom. If needed, we have a safety barrier for kids.","Close to public transportation. o	Subway: 1 train on 79th and Broadway. 2 minute walk. o	Subway: 1, 2, 3 (express trains) on 72 and Broadway. 6 minute walk. o	Subway: C and B on 81 st and Central Park West. 6 minute walk. Taxis easily available outside your door or Uber/Lyft.",I try to be quick in responding to all emails and queries with the exception of Saturday when I am a bit off the grid.,,3889408,within a few hours,100%,90%,t,1.0,1.0,Manhattan,10024,40.782959999999996,-73.98252,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",545.0,58,10,2018-02-19,2020-02-28,100.0,10.0,10.0,10.0,10.0,2.0,2020,02,28
2783,22689939,https://www.airbnb.com/rooms/22689939,none,There is so much to do in the east village. You will be close to the Williamsburg bridge. I recommend crossing it on your visit,Very close to the subway,It is easy to get around New York by way of subway or if you prefer call an Uber!,I will likely be out of town while you are there but I have a few friends in the area if you are in need of assistance. I will also be available by phone any time!,"When you book our place we expect you to enjoy your time to the fullest, and have a great time on your visit to New York. We ask that you don’t mention air bnb to anyone else in the building, just that you staying with us. Together we can keep air bnb in New York a friendly and safe for everyone! Check out, please return keys to where you first got them.  No parties, no smoking no photography/photo shoots of any kind permitted.  Enjoy!",167258458,within a few hours,100%,100%,t,4.0,4.0,Manhattan,10009,40.72162,-73.97774,Apartment,Entire home/apt,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Other}",135.0,72,23,2018-01-13,2020-02-24,96.0,10.0,10.0,9.0,9.0,2.38,2020,02,24
2794,22764944,https://www.airbnb.com/rooms/22764944,none,Vibrant upper Manhattan neighborhood with culture and nightlife,"No shoes in the house please. This is (Website hidden by Airbnb) loud. If you’re a light sleeper or unaccustomed to city noise, this may not be the best for you. I’m right by the George Washington bridge and the expressway as illustrated in the map. There is car and truck noise that can be heard even with the windows closed. While I do my best to control the inside environment of the apartment, what happens outside is beyond my control. I sometimes foster rescue puppies.",1 train is 2 blocks away and the A train is also 2  away. 15 minute drive to LaGuardia airport. 25 minutes from JFK airport.,"Your privacy and comfort are very important to me. Please let me know if you have any questions about the space, the city or how to get around. I am familiar with most of the city's attractions and destinations and would love to share with my guests.",Please no shoes in the house,119847900,within a day,63%,94%,t,1.0,1.0,Manhattan,10033,40.8485,-73.93509,Apartment,Private room,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private living room"",Bathtub,""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Host greets you""}",52.0,63,17,2018-02-19,2020-02-17,95.0,10.0,10.0,9.0,10.0,2.17,2020,02,17
2804,22878805,https://www.airbnb.com/rooms/22878805,none,"This is a very elegant part of town, the Lenox Hill Historic District. Ours is one of a select few studio apts in this area on Airbnb. Close to museums, one block from central park, shopping, very well located for subways, buses and taxis.",This is a relatively new apartment but we have hosted in other places and look forward to showing you that we are quite ready for your visit and ready to make sure you enjoy!,"We are so close to subway, bus, and taxi transport - but from here you are also walking distance to many museums and the greatest park of the country!","We will be in touch with you when you make your booking and will send you a guidebook that has a lot of helpful info about the place and the area. We will make you feel very welcome and will be very responsive should you have any questions. However, we also know that you will have a full agenda for your trip to New York, so we won't intrude but we will respond right away if you need us!",Discretion is a must. No parties. This is a quiet neighborhood and building and if you are looking for a party area a different listing will be better for you!,425702,a few days or more,40%,100%,t,1.0,1.0,Manhattan,10065,40.76805,-73.96765,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",169.0,91,22,2018-01-27,2020-02-18,99.0,10.0,10.0,10.0,10.0,3.05,2020,02,18
2813,23024656,https://www.airbnb.com/rooms/23024656,none,"5 blocks away from Subway 2 & 3 (135th street) express line... 15 minutes to time square... Gate code door + intercom at the lobby + security booth at the entrance of the building.  Restaurants in the neighborhood:  Best Brunch:  -The EDGE HARLEM: espresso drinks, baked goods & sandwiches, plus wine & beer, in a funky cozy space with a brunch service, 101 Edgecombe ave, (between 139th St & 140th St);  -CORNER SOCIAL: Harlem restaurant/bar with upscale pub menu, craft beers, outside seating & special DJ nights, 321 Lenox ave, (between 126th St & 127th St);  Hip Restaurant:  -RED ROOSTER: Southern accented American food, popular stylish comfort food eatery with creative cooking from celeb chef Marcus Samuelson., 310 Lenox ave, (between 125th St & 126th) Typique Bar:  -HARLEM NIGHTS: rustic bar & music venue with charming , old-timely decor, craft cocktails & creative snacks, at 2361 7th ave (between 138th St & 139th St). Entertainment: -APOLLO THEATER: The Apollo Theater Legends Hall of ",,"Uber, Lyft, Via, yellow and green taxis or Subway line 2 & 3 express red line (stop: 135th street) and Buses M1, M7 & M102.","I’m reachable on my phone, text & email.","NO SHOES in the apartment, treat the place like yours CLEAN and respectfully. Thank you",43495748,within a few hours,100%,97%,t,1.0,1.0,Manhattan,10037,40.81767,-73.93771,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",""Shower gel""}",125.0,46,25,2018-02-21,2020-07-07,98.0,10.0,10.0,10.0,10.0,1.59,2020,07,07
2831,23277230,https://www.airbnb.com/rooms/23277230,none,"The Upper East Side of Manhattan is the most elegant neighbor, with mostly one family homes. Very limited commercial traffic makes it charming and quite.  Central Park is a short walk away and highly recommended for a walk, a bike ride or a boat ride on the lake. The stretch of Fifth Avenue next door is known as “The Museum Mile” for the so many great museums New York has to offer: The Metropolitan, The Guggenheim, The Frick, the Cooper Hewitt and many more.",,The subway station is roughly 200 feet away. A bus stop around the corner. There is also a city bike station around the corner where you can rent a bike by the hour.,"Guests can always reach me, preferably via text messages at my (Phone number hidden by Airbnb)",,128579948,within an hour,100%,95%,t,3.0,3.0,Manhattan,10065,40.766459999999995,-73.9676,Apartment,Entire home/apt,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",199.0,92,36,2018-03-25,2020-07-02,98.0,10.0,10.0,10.0,10.0,3.3,2020,07,02
2841,23369991,https://www.airbnb.com/rooms/23369991,none,"Trains, restaurants, laundry, pharmacy, Target, BJs, Marshall’s, Wholefoods and Shopping, Bars are all in walking distance. Perfectly convenient to all of Manhattan yet this apartment maintains a luxurious residential tranquility . The subway is just a few steps from your front door as well as a lot of bus service to all parts of the city. Less than a ten minute ride to the center of the world (times square). Some of the most beautiful and historic brownstone townhouses exist right in this neighborhood. A U.S. National Landmark, founding father, Alexander Hamilton's House is a 5 minute walk from your doorstep. located in the historic Striver's Row neighborhood minutes from St. Nicholas Park, Hamilton Grange (a national historic site), and the City College of New York. The neighborhood boasts great restaurants with lots of local flavor - think Ethiopian, French-Senegalese, British-Jamaican, and Soul Food - all a steps away. Morningside Coffee Shop is a where grad students, local artists",A few short train stops to Yankee Stadium for you baseball fans!,"Parking is located in street or paid parking garage is located on PARK 139th LLC 34 West 139th Street Enter on 139th Street (Between 5 NYC, NY (Phone number hidden by Airbnb) Phone: (Phone number hidden by Airbnb) Rates $18 per night or $225 per month Download The Uber App and use my promo code for free rides: bb (Phone number hidden by Airbnb) ui Trains B, C, 2, 3, 4, 5 Are all walking distance.",Text or Call anytime! Anything I can do to make your stay wonderful!,"Pets are welcome for an additional fee of $100 a night and pet cleaning fee additional $50 Tobacco Smokers are welcome for an additional cleaning fee of $200.  No rules. Please be mindful, respectful and courteous is all I ask.  Policies: You break it you buy it. Please Do not touch art work. No Parties or Events,",174180669,within an hour,100%,91%,t,2.0,2.0,Manhattan,10030,40.818090000000005,-73.94168,Apartment,Entire home/apt,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,""Dishes and silverware"",""Single level home""}",179.0,52,16,2018-03-18,2020-01-02,99.0,10.0,10.0,9.0,9.0,1.85,2020,01,02
2849,23468785,https://www.airbnb.com/rooms/23468785,none,"West Chelsea's history sees it transformed from an industrial neighborhood to a modern eclectic home for art and culture surrounded by well sought-out high rises and beautiful tree-lined streets, bustling with upscale bars and restaurants. Justifiably one of the most sought-after places to live in the City.",Apt located in industrial  very up-and-coming area and great neighborhood! Apt is kept VERY QUIET (especially at night) and disposable earplugs are provided to all guests (just in case!),"For best value, we recommend purchasing a 7-day Unlimited MTA Metrocard for 33$ which can be used for ALL NYC subways and buses. Please note they charge and additional 1$ for the metro card. Alternatively, each ride is 2.75$. Uber, UberPool: Get a  free ride from the Airport (up to 20$) by clicking on the discount code I'll send you! If you download the app before clicking the link, you cannot get the discount. Lyft & Lyft Line: For new  users, for a 10$ Credit , use the Lyft discount code I'll send you!  9 mins walk to A,C,E,L Trains for easy access to SoHo, West Village, Greenwich Village, Midtown, Central Park, Penn Station, Brooklyn & Harlem 1 min to 14D crosstown bus to East Village & Lower East Side 4 mins to Downtown/Uptown M11 & M20 12 mins walk to 1 Train 16 mins to F trains Getting to the apartment from any airport: Uber: The fastest most hassle-free way to get to the apartment is to use Uber (25-60$) or UberPool (14-35$ includes maximum 2 passengers)  or Lyft Line (shared ca",We're happy to answer any questions or concerns that the guests have during their stay. We also send out a great list of local authentic bars and restaurants and activities throughout Manhattan that lie beyond the ordinary tourist traps and make you experience the real New Yorker vibe!,"Please treat this home as you would your own. ● In order to book efficiently, please advise on your estimated check-in and checkout time by providing train/flight info and airport details, and specify how many beds you require. This also helps us arrange our profesional cleaning schedules.",19043062,within an hour,100%,97%,t,4.0,4.0,Manhattan,10014,40.74085,-74.00379000000001,Serviced apartment,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Gym,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed""}",80.0,55,21,2018-04-11,2020-02-22,99.0,10.0,10.0,10.0,10.0,2.01,2020,02,22
2856,23497936,https://www.airbnb.com/rooms/23497936,none,"Before the Park Avenue Tunnel was covered (finished in 1910), fashionable New Yorkers shunned the smoky railroad trench up Fourth Avenue (now Park Avenue), to build stylish mansions and townhouses on the large lots along Fifth Avenue, facing Central Park, and on the adjacent side streets. The latest arrivals were the rich Pittsburghers Andrew Carnegie and Henry Clay Frick. The classic phase of Gilded Age Fifth Avenue as a stretch of private mansions was not long-lasting: the first apartment house to replace a private mansion on upper Fifth Avenue was 907 Fifth Avenue (1916), at 72nd Street, the neighborhood's grand carriage entrance to Central Park.[18] Most members of New York's upper class families have made residences on the Upper East Side, including the oil-rich Rockefellers,[19] political Roosevelts,[20] political dynastic Kennedys,[21] thoroughbred racing moneyed Whitneys,[22][23] and tobacco and electric power fortuned Dukes.[24]","5 minutes walking to central park, 10 minutes from the emblem MET. 15 walking from the magic 5 Av. where you can find the most exclusive shops in the city. 5 blocks from Subway Q 72 Street, 5 blocks from subway 4 and 6 station 68 street.","5 minutes walking to central park, 10 minutes from the emblem MET. 15 walking from the magic 5 Av. where you can find the most exclusive shops in the city. 5 blocks from Subway Q 72 Street, 5 blocks from subway 4 and 6 station 68 street.",I am always available by phone or the application and if my guests need me I am always available to approach the apartment.,"Hours of silence 12 am to 8am throw the garbage in the recycling space located two floors down the staircase that is in front of the apartment door. please check the apartment when you arrive and when you leave, if you find something broken or out of the ordinary, contact your host immediately. be respectful with the building. Respect the spirit of airbnb where the hosts open our houses so that you feel like in yours and I expect the same care from all my guests. not to invite strangers to the apartment and I do not accept under any condition that people who are not in the reservation stay to sleep. not invited. In case of bringing a pet an extra cleaning fee is applied. I hope that if you have any questions or concerns, contact the host directly. Do not take without sheets or towels without previous authorization without previous authorization of the host.",154955520,within an hour,100%,100%,t,1.0,1.0,Manhattan,10021,40.77255,-73.96323000000001,Apartment,Entire home/apt,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",126.0,93,40,2018-03-19,2020-03-10,94.0,10.0,10.0,10.0,10.0,3.31,2020,03,10
2888,23686606,https://www.airbnb.com/rooms/23686606,none,"This apartment is in the hotbed known as South Harlem, right above Central Park North. It's 1 block from the sprawling Morningside Park, dense with great lawns, ponds, waterfalls, turtles, geese, baseball fields, basketball courts and picturesque stairs that take you to Columbia University. Steps away from Best Market, Vineteria, Starbucks, boutique coffee shops, beer gardens, Harlem Food Bar, Melba's soul food, Amy Ruth's and so much more. Walk a few blocks uptown to the famous Apollo Theatre, Marcus Samuelson's Red Rooster/Ginny's Supper Club, Sylvia's and all the treasures 125th has to offer. Walk east a few blocks to experience African restaurants and clothing markets full of traditional fabrics, jewellery and clothes, with tailors ready to make you something on the spot. Under a 10 minute walk to St. John the Divine & the 1/2/3 subway line.","No smoking. No parties or events, or any outside guests allowed in the apartment.  * For liability reasons, guests may not bring any visitors or any others into the building at any time, for any length of time. Only those individuals who are registered guests may enter the premises. For food deliveries, etc., we ask that you please meet the delivery person outside of the front door of the building instead of letting them inside.  Check in is flexible - we can be in touch about what works for both parties, but check out is 12pm sharp. Security deposit is $1000. Treat our belongings as if they were yours. Do not go through our drawers and personal belongings. Please be respectful of our home, the building, and our neighbors. ***Please only request/inquire if you have a completed profile with a clear photo of yourself with a written bio, and have been verified with government ID.  ***TO BOOK: We like to get to know each person before accepting a reservation. When inquiring or requesting t",We are 1 block from the A/B/C/D train line in Manhattan. Free street parking is available as well as paid parking garages. We love biking the city and highly recommend renting a CitiBike which is also 1 block away. Laguardia Airport: 20 minutes by cab without traffic JFK Airport: 30 minutes by cab without traffic Times Square: 21 minutes by subway Wall Street / Financial District: 37 minutes by subway,"I will greet you upon arrival and show you around the apartment and answer any questions you have. Should you need anything you can message me through Airbnb, 24/7.","- Security Deposit - If you damage the home or anything in it, you may be charged up to $1000. - ID - I require Government ID for each guest staying at my home upon arrival. - Guests may not bring any visitors or any others to our home at any time, for any length of time. Only those individuals who are registered guests may enter the premises.  To Book: We like to get to know each person before accepting a reservation. When requesting to book, please include:  - You and your guest's first and last names. - You and your guest's social media names (faceboook, Instagraaam etc). - Why you are visiting/the purpose of your trip. Thanks :)",4810688,within a few hours,100%,86%,t,1.0,1.0,Manhattan,10026,40.8067,-73.95621,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Indoor fireplace"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Cleaning before checkout""}",175.0,62,18,2018-04-18,2020-01-19,98.0,10.0,10.0,10.0,10.0,2.29,2020,01,19
2890,23692933,https://www.airbnb.com/rooms/23692933,none,"This townhouse is right on the border between the West Village and Soho, which are two of the most chic neighborhoods in Manhattan, and perhaps the world. The architecture, people watching, shopping, and restaurants need no introduction. Even if you don't end up staying with me, definitely stay somewhere else in this neighborhood - your experience will not compare otherwise","Since this is a townhouse and not a skyscraper, you can hear the noises of New York City. I'm a light sleeper and have no problem sleeping in the apartment, but I am from the city and am accustomed to city noises. If you are concerned about noise, I provide a noise machine with both white noise options and other calming sound options (ocean, campfire, etc.). However, before booking this apartment, please make sure you feel comfortable with sleeping in an apartment that is right above a city street. I like my guests to be happy, so if noise is a concern for you, please find another option that is better suited for your needs. If you are not concerned about this, I am confident that you will have a wonderful time! I do accept same day reservations from  guests! But if you are making a same day reservation - please confirm with me the check in time as I can’t always guarantee the listed 3pm check in time, depending on when you’ve made the reservation. I can usually get you in the apartmen","1 minute from the 1 train 5 minutes from the A, C, E, B, D, F, M trains 15 minutes from the N, Q, R, W, 6, Path trains In addition to yellow taxis, there are many phone apps that people use to get cabs such as Uber, Lyft, and Via. All of these services also offer shared rides where you pool with other passengers, and these are quite affordable ways to get around NYC.",I am NYC born and raised. My goal is to have my guests fall in love with this city as much as I have! I can help you plan your itinerary or make reservations for you at restaurants - whatever you need - don't hesitate to ask,"- NO PARTIES WITHOUT PRIOR APPROVAL. Apartment is available to rent as a party space (at a different rate) but please inquire before booking. For the avoidance of doubt, a party is a gathering inside the apartment which includes more than 5 people that were not included on the reservation - Security Deposit - If you damage the home you may be charged up to $500",170534355,within an hour,100%,98%,t,1.0,1.0,Manhattan,10014,40.728840000000005,-74.00285,Apartment,Entire home/apt,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""Shower gel""}",200.0,75,21,2018-03-11,2020-06-15,98.0,10.0,10.0,10.0,9.0,2.64,2020,06,15
2896,23747957,https://www.airbnb.com/rooms/23747957,none,"The apartment is located on a residential street in a row of townhouses and away from the hustle and bustle of many other areas in Harlem and Manhattan.  Located just 5 minutes from Central Park and close to Columbia University, the iconic Apollo Theater, and many other attractions! There are a myriad of local restaurants in the vicinity and  intimate jazz clubs.",,The apartment is centrally located between the 2/3 trains and the 6 train on 116th to allow for easy access to destinations on the west or east side of Manhattan. Less than a 10 minute walk to 125th Street for access to the M60 bus to LaGuardia Airport or the Metro North Railroad.,There will generally be at least one host available nearby in the event of an emergency.,No shoes in the house Wash all dishes used Throw away all trash before leaving,36052067,within an hour,100%,100%,t,1.0,1.0,Manhattan,10035,40.801109999999994,-73.94488,Apartment,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Shower gel"",""Trash can""}",275.0,57,40,2019-04-08,2020-06-27,100.0,10.0,10.0,10.0,10.0,3.73,2020,06,27
2898,23790556,https://www.airbnb.com/rooms/23790556,none,,"Just a note that due to the covid-19 situation our neighbors are very sensitive and quiet at night, If you need to going out and in late after midnight, please open very quietly the main door down stair, would be greatly helpful following to do so, Thank you for your cooperation, greatly appreciated!  Check-in is anytime after 4PM. The apartment area is really quiet even though it's just minutes away from some of the busiest night life and bars scenes in the city.  There is plenty of privacy in the room, there are no rooms sharing adjacent walls. We have a cat, they're quite friendly and calm though :) they sometimes stay in the kitchen. Please feel free to contact us for any questions. Thank you!  ",,"We are in the area, please feel free to contact us anytime if you need something, otherwise you will have privacy.",- Check-in is anytime after 4PM - Check out by 11AM,178520748,within an hour,100%,96%,t,1.0,1.0,Manhattan,10003,40.730990000000006,-73.98477,Apartment,Private room,"{Wifi,""Air conditioning"",Kitchen,Heating,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop-friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven}",89.0,227,112,2018-05-06,2020-06-29,96.0,10.0,10.0,10.0,10.0,8.57,2020,06,29
2911,23933041,https://www.airbnb.com/rooms/23933041,none,"There are so many great restaurants, grocery stores, and cafe's around the apartment!","Bath products (shampoo, conditioner, body wash, face wash, body and face lotion) and hairdryer supplied. Kitchen is fully equipped with all necessary cooking equipment, fridge and dishwasher (all brand new). I live in the apartment so this is a roommate situation. The rooms are on opposite sides of the apartment (separated by the kitchen/bath/living room). Weekly or daily maid service available (additional charge of $55 per visit for housekeeping services). As a Super Host, making your stay with me and trip to NYC perfect is my top priority. If you're celebrating a special occasion, please let me know. If there is anything more I can do to make you feel at home in my city, please just ask!","Very central location in the Hell's Kitchen neighborhood of NYC, it's a 5 minute walk to Times Square and a 7 minute walk to Central Park.",This is a shared space and I will be home at night as I work during the day. Email/phone/text available. Because I live here and can be at your service.,,14743478,within a few hours,70%,69%,t,2.0,2.0,Manhattan,10019,40.7653,-73.98737,Apartment,Private room,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Stove,Other}",105.0,69,27,2018-03-31,2020-02-24,99.0,10.0,10.0,10.0,10.0,2.49,2020,02,24
